verified,suid_nm,unit_nm,county,acres,intrsc_,wtlnd_p,mtchd_r,mtchd_s,Join_Count,index,name,parking,pbtrnsp,dsbldcs,restrms,vstr_ct,showers,pcnc_ar,firepts,cmpgrnd,rv_cmp,sndy_bc,dunes,rky_shr,uplnd_b,strm_cr,wetland,bluff,by_lgn_,urbn_wf,offshr_,inlnd_r,strs_bc,pth_bch,blftp_t,blftp_p,trl_r_p,wldlf_v,swimmng,tidepol,kayakng,fishing,boating
,22147,Memory Park,San Luis Obispo,0.392436816,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,22236,Mill Valley/Sausalito Path,Marin,32.46859213,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,22426,Monterey Peninsula Regional Park District 3,Monterey,1.3135145,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,22428,Monterey Peninsula Regional Park District 5,Monterey,8.017223883,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,22454,Moonstone Beach County Park,Humboldt,7.607742421,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,22456,Moonstone Park,Los Angeles,1.470329484,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,22471,Moran Lake Park,Santa Cruz,9.026410964,park intersects wetland,wetland-park,not intersecting access pt,intersects wetland access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,22492,Moro Cojo Ecological Reserve,Monterey,43.31283046,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,22501,Morro Bay City Beach,San Luis Obispo,31.89686433,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,22606,Murphy,Monterey,25.3018681,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,22617,Muzzi Marsh,Marin,77.13028606,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,22626,Napa-Sonoma Marshes Wildlife Area,Napa,305.6704921,park intersects wetland,wetland-park,not intersecting access pt,intersects wetland access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,22734,Newport Beach Marine Life Refuge,Orange,16.23198783,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,22809,North Cays Park,San Diego,2.229034417,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,22859,North Star Beach,Orange,11.24821872,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,22916,Novato Lands 005,Marin,56.91048256,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,23007,Oak Street Park,Orange,0.200847967,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,23064,Oceano Memorial Campground,San Luis Obispo,1.456825753,park intersects wetland access point,wetland-park,not intersecting access pt,intersects wetland access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,23136,Oliver Property,Alameda,118.2922272,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,23248,Other Federal,Humboldt,181.3499191,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,23277,Owings,Monterey,35.42626748,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,23308,Pacifica Esplanade,San Mateo,2.091686672,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,23447,Parkside Aquatic,San Mateo,3.156625625,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,23568,Pelican Park,Santa Barbara,1.002464595,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,23624,Petaluma River Marsh,Sonoma,0.794505981,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,23744,Piper Park,Marin,51.51750924,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,23820,Poche Beach Park,Orange,0.602783471,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,23860,Point Sal Preserve,Santa Barbara,759.0256722,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,23895,Port Hueneme Beach Park,Ventura,35.83566683,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,24252,Redwood Shores Ecological Reserve,San Mateo,207.7832937,park intersects wetland,wetland-park,not intersecting access pt,intersects wetland access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,24367,Rincon Beach Park,Santa Barbara,22.3693846,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,24421,River Park,Solano,81.06692445,park intersects wetland,wetland-park,not intersecting access pt,intersects wetland access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,24541,Rocky Memorial Dog,Sonoma,22.00411318,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,24545,Rocky Point Open Space,Monterey,8.871688355,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,24811,Salt Marsh Restoration,Orange,101.6330669,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,24845,San Carlos Beach Park,Monterey,0.397299896,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,24846,San Carlos Beach Park,Monterey,2.625149704,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,24851,San Diego Bay National Wildlife Refuge,San Diego,166.0365566,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,24864,San Dieguito Lagoon,San Diego,166.2242206,park intersects wetland,wetland-park,not intersecting access pt,intersects wetland access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,24866,San Dieguito Lagoon Ecological Reserve,San Diego,102.564768,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,24877,San Elijo Lagoon Ecological Reserve,San Diego,252.7259001,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,24878,San Elijo Lagoon Ecological Reserve,San Diego,12.33733875,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,24881,San Elijo Lagoon Ecological Reserve,San Diego,48.76939096,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,24951,San Mateo Fishing Pier,San Mateo,7.589844302,park intersects wetland,wetland-park,not intersecting access pt,intersects wetland access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,24954,San Mateo Properties,San Mateo,110.62512,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,24964,San Pablo Bay National Wildlife Refuge,Napa | Solano | Sonoma,15509.37677,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,24965,San Pablo Bay Regional Shoreline,Contra Costa,10.95909477,park intersects wetland,wetland-park,not intersecting access pt,intersects wetland access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,24978,San Rafael Lands 007,Marin,71.01088856,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,24979,San Rafael Lands 008,Marin,6.402443089,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,25039,Santa Barbara Cemetery,Santa Barbara,59.97227367,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,25061,Santa Claus Lane Beach,Santa Barbara,1.658198935,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,25098,Santa Margarita Island Open Space Preserve,Marin,8.642054593,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,25202,Scott Creek Beach County Park,Santa Cruz,50.5847798,park intersects wetland,wetland-park,not intersecting access pt,intersects wetland access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,25234,Sea Lookout Park,Santa Barbara,1.287718865,park intersects wetland access point,wetland-park,not intersecting access pt,intersects wetland access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,25235,Sea Ranch Trail Access,Sonoma,10.34483945,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,25238,Seacliff State Beach,Santa Cruz,0.249119238,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,25241,Seal Beach National Wildlife Refuge,Orange,966.552359,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,25250,Seaside Gardens County Park,San Diego,4.050619947,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,25354,Shamel Park,San Luis Obispo,2.345605812,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,25419,Shorebird Marsh,Marin,46.12804197,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,25426,Shoreline Park,Alameda,62.48264416,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,25857,Stockton Avenue Beach,Santa Cruz,0.14615287,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,25913,Strawberry Cove Park/Belloc Lagoon,Marin,3.473935539,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,25918,Strawberry Point Tidal Area,Marin,21.98230956,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,25919,Strawberry Point Tidal Area,Marin,0.318047056,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,26065,Sunset State Beach,Santa Cruz,4.617908024,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,26076,Surfers Knoll,Ventura,10.04815412,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,26161,Table Bluff Ecological Reserve,Humboldt,164.2372634,park intersects wetland access point,wetland-park,not intersecting access pt,intersects wetland access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,26187,Tar Pits Park,Santa Barbara,8.852356894,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,26275,Thalia Street Park,Orange,0.142320417,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,26330,Three Arch Cove Beach,Orange,1.913000658,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,26344,Tide Beach Park,San Diego,5.375018806,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,26345,Tidelands,San Mateo,14.76853423,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,26347,Tidelands Park,San Mateo,2.38662978,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,26348,Tidelands Park,San Luis Obispo,2.092641384,park intersects wetland,wetland-park,not intersecting access pt,intersects wetland access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,26411,Tor House,Monterey,0.083223423,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,26472,Torrey Pines City Park,San Diego,14.26799328,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,26524,Trestle at Hidden Beach,Santa Cruz,13.18227794,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,26557,Tsurai Village,Humboldt,11.47324407,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,26739,Upton County Beach,Marin,13.29868141,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,27293,Water Lots,Marin,1356.729253,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,27294,Water Lots,Marin,317.510004,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,27503,Wildcat Creek Trail,Contra Costa,6.21084851,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,27791,Younger Lagoon Reserve,Santa Cruz,69.869954,park intersects wetland,wetland-park,not intersecting access pt,intersects wetland access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,27911,Guadalupe River Parkchain,Santa Clara,304.7090316,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,28192,Eolian Dunes Preserve,Monterey,29.38602275,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,28469,Palco Marsh,Humboldt,106.5430226,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,28474,Shoreline Park,Contra Costa,10.41356242,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,28641,"Unnamed site - Monterey, County of",Monterey,145.3359123,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,29044,Dan Blocker Beach,Los Angeles,5.567444538,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,29045,La Costa Beach,Los Angeles,9.114201899,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,29307,Sunnyvale Baylands Park,Santa Clara,502.5828856,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,29416,Rancho Palos Verdes Beach,Los Angeles,1.393588785,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,29497,Abalone Cove Shoreline Archery Range,Los Angeles,45.37650676,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,29929,Bayshore Beach,Los Angeles,4.147072243,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,29954,Belmont Plaza Beach,Los Angeles,7.272755886,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,30025,Oxbow Commons,Napa,4.307614901,park intersects wetland access point,wetland-park,not intersecting access pt,intersects wetland access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,30028,Riverfront Green,Napa,655.5386208,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,30053,Hermosa Terrace Park,San Diego,0.991793549,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,30083,Nicholson's Point Park,San Diego,0.509384453,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,30099,McCall Street Mini-Park,San Diego,0.089643362,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,30236,Seaside Beach,Mendocino,11.56833864,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,30238,Hare Creek Beach,Mendocino,5.829613614,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,30247,Freshwater Farms Reserve,Humboldt,71.86568573,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,30263,Mission Valley Preserve,San Diego,49.58110683,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,30289,San Dieguito River Park,San Diego,122.8797033,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
