verified,suid_nm,unit_nm,county,acres,intrsc_,wtlnd_p,mtchd_r,mtchd_s,Join_Count,index,name,parking,pbtrnsp,dsbldcs,restrms,vstr_ct,showers,pcnc_ar,firepts,cmpgrnd,rv_cmp,sndy_bc,dunes,rky_shr,uplnd_b,strm_cr,wetland,bluff,by_lgn_,urbn_wf,offshr_,inlnd_r,strs_bc,pth_bch,blftp_t,blftp_p,trl_r_p,wldlf_v,swimmng,tidepol,kayakng,fishing,boating
X,32349,White House Pool Fishing Access,Marin,12.75562465,park intersects wetland access point,wetland-park,intersects wetland access pt,intersects wetland access pt,1,362,White House Pool,Yes, ,Yes,Yes,No,No, ,No,No, ,No,No,No,No,Yes,Yes,No,Yes, , , ,No,No, , ,Yes,Yes, , , ,Yes,Yes
X,32633,Vanderlip Park Trail,Los Angeles,4.785359576,park intersects wetland,wetland-park,intersects unknown access pt,intersects unknown access pt,1,1205,"Frank A. Vanderlip, Sr. Park",Yes, ,No,No, ,No, ,No,No, ,No, , ,Yes, , ,Yes, , , , ,No,No,Yes,Yes,Yes,Yes, , , ,No,No
X,32657,Seaside Lagoon Park,Los Angeles,3.799115255,park intersects wetland,wetland-park,intersects unknown access pt,intersects unknown access pt,1,1181,Seaside Lagoon,Yes, ,Yes,Yes, ,Yes, ,Yes,No, ,Yes, , , , , , ,Yes,Yes, , ,No,No, , ,No, ,Yes, , ,No,No
,33030,Torrey Pines Golf Course,San Diego,484.0086643,park intersects wetland,wetland-park,intersects unknown access pt,intersects unknown access pt,1,1511,Torrey Pines Gliderport,Yes, ,No,Yes,No,No, , ,No, ,No, ,No,Yes, , ,Yes, , , ,Yes,No,No, , ,Yes, , , , ,No,No
X,33031,Coronado Golf Course,San Diego,126.2812262,park intersects wetland,wetland-park,intersects unknown access pt,intersects unknown access pt,1,1610,Coronado Municipal Golf Course,Yes, ,No,Yes, ,No, ,No,No, ,No, , ,Yes, , , ,Yes,Yes, , ,No,Yes, , ,No, , , , ,No,No
X,33181,Coal Oil Point Natural Reserve,Santa Barbara,174.112059,park intersects wetland,wetland-park,intersects wetland access pt,intersects wetland access pt,1,925,Coal Oil Point Natural Reserve,No, ,No,No, ,No, ,No,No, ,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No, , ,No,No,Yes, ,Yes,Yes, , , ,No,No
,33194,Scripps Coastal Reserve,San Diego,67.57832685,park intersects wetland,wetland-park,intersects unknown access pt,intersects unknown access pt,1,1512,Torrey Pines City Beach,No, ,No,No, ,No, ,No,No, ,Yes, , , , , ,Yes, , , , ,No,Yes, , ,No, , , , ,Yes,No
,33227,Point San Luis Lighthouse Public Access,San Luis Obispo,31.59298216,park intersects wetland,wetland-park,intersects non-wetland access pt,intersects non-wetland access pt,1,861,Point San Luis Lighthouse,No, ,Yes,Yes,Yes, ,No,No,No, ,No,No,Yes,Yes,No,No,Yes,No, , , ,No,No,Yes, ,Yes,No, , , ,No,No
,33340,Poplar Beach,San Mateo,63.71136605,park intersects wetland,wetland-park,intersects non-wetland access pt,intersects non-wetland access pt,1,511,Blufftop Coastal Park,Yes, ,Yes,Yes,No,No, ,No,No, ,Yes,No,No,Yes,No,No,Yes, , , , ,No,Yes,Yes,Yes,Yes,No, , , ,No,No
X,33692,Moat Creek Coastal Access,Mendocino,23.53226246,park intersects wetland,wetland-park,intersects non-wetland access pt,intersects non-wetland access pt,1,255,Moat Creek Beach,Yes, ,Yes,Yes,No,No, ,No,No, ,No,No,Yes,Yes,Yes,No,Yes,No, , , ,No,Yes,Yes, ,Yes,No, ,Yes, ,No,No
X,33807,Camino Pescadero Park,Santa Barbara,0.501100147,park intersects wetland,wetland-park,intersects unknown access pt,intersects unknown access pt,1,929,Stairway to Beach (Camino Pescadero),Yes, ,No,No, ,No, ,No,No, ,Yes, , ,Yes, , ,Yes, , , , ,Yes,No, ,Yes,No,No, , , ,No,No
X,33867,Camino Majorca Beach Access,Santa Barbara,0.339657497,park intersects wetland,wetland-park,intersects unknown access pt,intersects unknown access pt,1,926,Stairway to Beach (Camino Majorca),Yes, ,No,No, , ,Yes, ,No, ,Yes, , ,Yes, , ,Yes, , , , ,Yes,No, , ,No,No, , , ,No,No
X,33871,El Embarcadero Beach Access,Santa Barbara,0.14127399,park intersects wetland,wetland-park,intersects unknown access pt,intersects unknown access pt,1,930,Stairway to Beach (El Embarcadero),Yes, ,No,No, ,No, ,No,No, ,Yes, , ,Yes, , ,Yes, , , , ,Yes,No, ,Yes,No,No, , , ,Yes,No
X,33998,Bedwell Bayfront Park,San Mateo,156.9809819,park intersects wetland,wetland-park,intersects wetland access pt,intersects wetland access pt,1,1764,Bedwell Bayfront Park,Yes, ,Yes,Yes, , , , , , , , , , , ,Yes, , , , , , , , , , , , , , , , 
,34175,Toro Coast Preserve,San Luis Obispo,261.8434621,park intersects wetland,wetland-park,intersects non-wetland access pt,intersects non-wetland access pt,1,818,Morro Strand State Beach (Torro Creek Rd.),Yes, ,No,No,No,No,No,No,No, ,Yes,Yes,No, , ,No,No, ,No, , ,No,No,No,No,No,No,No,No, ,Yes,No
,34300,Cave Landing,San Luis Obispo,26.82802355,park intersects wetland,wetland-park,intersects non-wetland access pt,intersects non-wetland access pt,1,868,Cave Landing Road Access,Yes, ,No,No,No, ,No,No,No, ,Yes,No,No,Yes,No,No,Yes,No, , , ,No,Yes, , ,Yes,No, , , ,No,No
,34400,San Elijo Lagoon Ecological Reserve and Nature Center,San Diego,15.71170076,park intersects wetland,wetland-park,intersects wetland access pt,intersects wetland access pt,1,1490,San Elijo Lagoon Nature Center,Yes, ,Yes,Yes,Yes, , , ,No, ,No, ,No, , ,Yes, ,Yes,No, ,Yes,No,No,No,No,Yes,Yes, , , ,No,No
,34602,Unnamed Site - Friends of the Dunes,Humboldt,374.8706429,park intersects wetland,wetland-park,intersects wetland access pt,intersects wetland access pt,1,106,North Spit,Yes, ,Yes,Yes,No,No,Yes,No,Yes, ,Yes,Yes,No,No,No,Yes,No,Yes,No, , ,No,No, , ,Yes,Yes, , , ,Yes,Yes
X,34832,Sue-meg State Park,Humboldt,650.2141894,park intersects wetland,wetland-park,intersects non-wetland access pt,intersects non-wetland access pt,1,75,Sue-meg State Park,Yes, ,Yes,Yes,Yes,Yes,Yes,Yes,Yes, ,Yes,No,Yes,Yes,Yes,No,Yes, , , , ,Yes,Yes, , ,Yes,Yes, , , ,Yes,No
X,34854,Pleasure Point County Park,Santa Cruz,2.251612301,park intersects wetland,wetland-park,intersects non-wetland access pt,intersects non-wetland access pt,1,611,Pleasure Point Beach,Yes, ,Yes,Yes,No,Yes, ,No,No, ,Yes,No,Yes,No,No,No,Yes, , , , ,Yes,No, , ,No,No, ,Yes, ,Yes,No
X,34883,Haskell's Beach,Santa Barbara,37.04065176,park intersects wetland,wetland-park,intersects unknown access pt,intersects unknown access pt,1,922,Haskell's Beach,Yes, ,Yes,Yes, ,Yes, , ,No, ,Yes, ,Yes,Yes, , , , , , , ,No,Yes, , ,Yes,Yes, , , ,Yes,No
X,34884,Ellwood Mesa and Sperling Preserve,Santa Barbara,225.4905754,park intersects wetland,wetland-park,intersects unknown access pt,intersects unknown access pt,1,924,Sperling Preserve at Ellwood Mesa,Yes, ,No,Yes, , , , ,No, ,No, ,No, , , , , , , , ,No,Yes, , ,Yes,Yes, , , ,No,No
X,35061,Carpinteria Bluffs Nature Preserve,Santa Barbara,47.18312384,park intersects wetland,wetland-park,intersects unknown access pt,intersects unknown access pt,1,979,Carpinteria Bluffs Nature Preserve,Yes, ,Yes,Yes, ,No, ,No,No, ,No, , ,Yes, , ,Yes, , , , ,No,No,Yes,Yes,Yes,Yes, , , ,No,No
X,35849,Stevens Creek Shoreline Nature Study Area,Santa Clara,56.5536513,park intersects wetland access point,wetland-park,intersects wetland access pt,intersects wetland access pt,1,1760,Stevens Creek Shoreline Nature Study Area Preserve,Yes, ,Yes,Yes, , , , , , , , , , , ,Yes, , , , , , , , , , , , , , , , 
X,36050,Luffenholtz Beach,Humboldt,11.34141003,park intersects wetland,wetland-park,intersects non-wetland access pt,intersects non-wetland access pt,1,84,Luffenholtz Beach and County Park,Yes, ,No,Yes,No,No,Yes,Yes,No, ,Yes,No,Yes,Yes,No,No,Yes, ,No, , ,Yes,Yes,Yes,Yes,Yes,Yes, ,Yes, ,Yes,No
,1433,Benicia State Recreation Area,Solano,639.9625365,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1549,Gray Whale Cove State Beach,San Mateo,3.024364355,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1555,Harmony Headlands State Park,San Luis Obispo,748.5564374,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1582,John Little State Reserve,Monterey,28.09834108,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1632,Montara State Beach,San Mateo,979.9298889,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1659,Oceano Dunes State Vehicular Recreation Area,San Luis Obispo,1671.417029,park intersects wetland,wetland-park,not intersecting access pt,intersects wetland access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1695,Pomponio State Beach,San Mateo,385.2532154,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1773,Torrey Pines State Beach,San Diego,7.617832536,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1955,Julia Pfeiffer Burns State Park,Monterey,1878.684395,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,2960,Mussel Rock Park,San Mateo,152.9592023,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,3081,Point St. George,Del Norte,262.0406711,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,3205,Alameda Creek Regional Trail,Alameda,634.0234199,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,4363,Hayward Shoreline,Alameda,595.8531864,park intersects wetland,wetland-park,not intersecting access pt,intersects wetland access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,6326,John F. McInnis County Park,Marin,355.1335809,park intersects wetland,wetland-park,not intersecting access pt,intersects wetland access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,6348,Marin County Flood Control,Marin,1294.510882,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,6373,Carquinez Strait Regional Shoreline,Contra Costa,1385.996247,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,7067,Shoreline at Mountain View Park,Santa Clara,256.0986353,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,8231,State of California,Monterey,51.27432689,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,8553,Shollenberger Park,Sonoma,455.812837,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,12383,Shady Dell,Mendocino,927.5320112,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,12546,Rush Ranch Open Space,Solano,2121.330916,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,14203,China Beach,San Francisco,5.071175143,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,15438,Amarillo Beach,Los Angeles,5.8269962,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,15439,Amarillo Beach - Coastal Conservancy,Los Angeles,0.228024224,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,15449,American Canyon Property,Napa,72.73052375,park intersects wetland,wetland-park,not intersecting access pt,intersects wetland access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,15470,Anchor Memorial Park,San Luis Obispo,0.081674789,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,15471,Anchor Street Park,San Luis Obispo,1.803914608,park intersects wetland access point,wetland-park,not intersecting access pt,intersects wetland access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,15552,Aramburu Wildlife Preserve,Marin,45.2882697,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,15756,Bahia Parks,Marin,2.12248924,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,15765,Bair Island Ecological Reserve,San Mateo,399.3370414,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,15788,Ballona Lagoon Marine Preserve,Los Angeles,15.95501825,park intersects wetland,wetland-park,not intersecting access pt,intersects wetland access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,15864,Batiquitos Lagoon Ecological Reserve,San Diego,410.4678119,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,15865,Batiquitos Lagoon Ecological Reserve,San Diego,7.1396883,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,15894,Bayside Joinville Park,San Mateo,12.45521863,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,15962,Bel Marin Keys #5,Marin,43.42214453,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,15996,Belmont Sports Complex,San Mateo,12.09325851,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,16086,Big Rock Beach,Los Angeles,8.314005299,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,16100,Bike Path,Marin,5.801455974,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,16197,Bluff Cove,Los Angeles,27.42173024,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,16467,Buccaneer Beach Access,San Diego,0.469293513,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,16489,Buena Vista Lagoon Ecological Reserve,San Diego,0.491234923,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,16501,Bull Island,Napa,100.180277,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,16524,Burlingame Lagoon Park,San Mateo,109.686024,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,16715,California Coastal National Monument,Del Norte | Humboldt | Los Angeles | Marin | Mendocino | Monterey | San Francisco | San Luis Obispo | Santa Barbara | Sonoma,816.0110911,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,16724,California State Lands Commission,Marin | Mendocino | Santa Cruz,1929.985745,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,16838,Capitola Beach,Santa Cruz,0.595422486,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,16843,Carbon Beach,Los Angeles,15.37449179,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,16895,Carpinteria City Beach,Santa Barbara,2.332295231,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,16900,Carpinteria Salt Marsh Reserve,Santa Barbara,5.134129029,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,16902,Carpinteria Salt Marsh Reserve - UC Natural Reserve,Santa Barbara,114.7731047,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,17149,Charlotte Park,San Diego,0.160448388,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,17243,Chula Vista Wildlife Reserve,San Diego,64.76604709,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,17350,Civic Center Lagoon Park,Marin,136.9655947,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,17423,Cliff Drive Open Space,Santa Cruz,1.082809233,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,17483,Cold Creek Valley Preserve,Los Angeles,602.9071753,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,17569,Community Park I,Napa,23.99678645,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,17619,Cooley Landing Park,San Mateo,6.623826447,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,17729,Cowell's Beach,Santa Cruz,0.592940909,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,17731,Cowell-Purisima Coastal Trail,San Mateo,42.1091739,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,17908,Dana Cove Park,Orange,5.463522434,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,17912,Dana Point Park,Orange,9.31429811,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,17938,Davenport Landing Beach,Santa Cruz,3.924616554,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,17939,Davenport Park,Alameda,2.090801985,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
